order Number,ProductID,Discount,Quantity,returnQuantity,returnReason,Compensation Method
1149,105,0.05,5,4,Product doesn't match expectations,Refund
1149,22,0.05,3,3,Order Cancelled,Refund
1150,31,0.03,1,0,,
1150,212,0.03,2,0,,
1151,103,0.05,2,0,,
1151,114,0.05,4,0,,
1152,130,0.05,2,0,,
1152,252,0.05,3,2,Product doesn't match expectations,Voucher
1153,106,0.05,2,0,,
1153,273,0.05,2,1,Product doesn't match expectations,Voucher
1153,183,0.05,4,0,,
1154,173,0.03,3,0,,
1155,143,0.05,4,0,,
1155,178,0.05,2,2,Order Cancelled,Refund
1155,276,0.05,5,3,Product is damaged,Refund
1156,195,0.05,5,0,,
1157,65,0.05,5,1,Product doesn't match expectations,Voucher
1157,256,0.05,5,0,,
1158,71,0,1,1,Order Cancelled,Voucher
1159,240,0.03,2,0,,
1159,91,0.03,2,0,,
1160,259,0.05,3,0,,
1160,299,0.05,1,0,,
1160,253,0.05,4,3,Product is damaged,Refund
1160,12,0.05,5,0,,
1161,159,0.05,5,0,,
1161,184,0.05,5,0,,
1161,241,0.05,3,0,,
1161,226,0.05,1,0,,
1162,72,0.05,3,0,,
1162,118,0.05,2,1,Product is damaged,Voucher
1162,120,0.05,4,0,,
1162,1,0.05,3,0,,
1163,176,0.05,4,0,,
1163,39,0.05,1,0,,
1163,224,0.05,5,0,,
1164,59,0.03,2,0,,
1165,5,0.05,2,0,,
1165,76,0.05,3,0,,
1166,294,0.03,2,0,,
1166,8,0.03,2,0,,
1167,231,0.05,5,0,,
1168,86,0.05,5,0,,
1168,102,0.05,5,0,,
1169,186,0.05,1,0,,
1169,10,0.05,5,0,,
1170,291,0.05,4,0,,
1170,26,0.05,1,0,,
1171,216,0.05,4,0,,
1171,248,0.05,4,4,Order Cancelled,Voucher
1172,15,0.03,4,0,,
1173,279,0.05,5,0,,
1174,104,0.03,1,0,,
1174,177,0.03,1,0,,
1174,217,0.03,1,0,,
1175,270,0.03,1,1,Order Cancelled,Refund
1175,87,0.03,1,0,,
1176,250,0.03,3,0,,
1177,44,0.03,3,0,,
1178,242,0.05,5,0,,
1178,57,0.05,3,0,,
1178,175,0.05,1,0,,
1179,280,0.05,3,3,Order Cancelled,Voucher
1179,287,0.05,4,0,,
1180,155,0.05,5,0,,
1180,260,0.05,2,0,,
1180,228,0.05,3,0,,
1180,284,0.05,5,0,,
1181,23,0.03,3,0,,
1182,49,0.05,3,0,,
1182,70,0.05,4,0,,
1182,295,0.05,4,0,,
1183,209,0.05,5,0,,
1184,90,0.05,5,0,,
1184,289,0.05,2,0,,
1184,202,0.05,5,4,Product doesn't match expectations,Refund
1184,100,0.05,5,0,,
1185,290,0.05,1,0,,
1185,141,0.05,4,0,,
1185,275,0.05,1,0,,
1185,13,0.05,3,0,,
1186,33,0.05,5,0,,
1186,251,0.05,5,3,Product doesn't match expectations,Refund
1186,11,0.05,2,0,,
1186,66,0.05,3,0,,
1187,213,0,1,0,,
1188,185,0.03,4,0,,
1189,116,0.05,2,0,,
1189,297,0.05,1,0,,
1189,80,0.05,1,0,,
1189,75,0.05,4,0,,
1189,229,0.05,4,4,Order Cancelled,Refund
1190,192,0.05,4,1,Product is damaged,Voucher
1190,219,0.05,3,0,,
1190,41,0.05,2,0,,
1191,111,0.05,5,1,Product doesn't match expectations,Voucher
1192,9,0.05,5,0,,
1193,149,0.05,4,3,Product doesn't match expectations,Refund
1193,7,0.05,1,0,,
1194,242,0.05,5,0,,
1194,213,0.05,5,0,,
1195,124,0.05,1,0,,
1195,286,0.05,4,0,,
1195,262,0.05,3,0,,
1196,90,0.03,4,0,,
1197,200,0.05,5,0,,
1197,188,0.05,2,0,,
1197,280,0.05,1,1,Order Cancelled,Refund
1197,34,0.05,1,0,,
1197,172,0.05,4,0,,
1198,198,0.05,3,0,,
1198,135,0.05,1,0,,
1198,139,0.05,3,0,,
1198,19,0.05,1,1,Order Cancelled,Voucher
1199,190,0.05,5,5,Order Cancelled,Refund
1199,92,0.05,1,0,,
1200,240,0.03,3,0,,
1201,270,0,1,0,,
1202,182,0.05,5,0,,
1203,219,0,1,0,,
1204,166,0.03,1,0,,
1204,216,0.03,1,0,,
1204,38,0.03,2,0,,
1205,20,0.05,5,1,Product is damaged,Voucher
1205,13,0.05,3,0,,
1205,283,0.05,3,0,,
1206,282,0.05,5,2,Product doesn't match expectations,Voucher
1207,104,0.05,3,3,Order Cancelled,Refund
1207,146,0.05,4,0,,
1207,10,0.05,2,0,,
1207,299,0.05,3,0,,
1208,46,0.03,2,0,,
1208,255,0.03,2,0,,
1209,109,0.03,2,0,,
1210,28,0.03,2,1,Product doesn't match expectations,Voucher
1211,218,0.05,5,0,,
1211,272,0.05,1,0,,
1211,121,0.05,2,0,,
1212,37,0.05,2,0,,
1212,173,0.05,5,0,,
1213,117,0.03,3,0,,
1214,157,0.05,3,0,,
1214,265,0.05,3,0,,
1214,77,0.05,4,0,,
1214,153,0.05,5,2,Product doesn't match expectations,Voucher
1215,260,0.03,3,0,,
1216,75,0.05,1,0,,
1216,140,0.05,4,0,,
1217,229,0.05,4,1,Other,Refund
1217,79,0.05,4,0,,
1217,253,0.05,1,0,,
1218,47,0.05,2,0,,
1218,61,0.05,4,3,Product doesn't match expectations,Voucher
1219,164,0.03,3,0,,
1220,145,0.05,5,0,,
1220,248,0.05,2,0,,
1220,59,0.05,2,1,Other,Refund
1221,101,0.03,4,0,,
1222,204,0.05,3,0,,
1222,51,0.05,3,0,,
1223,105,0.03,3,0,,
1224,217,0.05,2,0,,
1224,160,0.05,2,0,,
1224,98,0.05,3,0,,
1224,205,0.05,3,2,Other,Refund
1225,284,0.05,4,2,Product is damaged,Voucher
1225,74,0.05,3,0,,
1226,226,0.05,5,0,,
1226,88,0.05,4,0,,
1226,177,0.05,2,0,,
1226,203,0.05,4,2,Product doesn't match expectations,Refund
1226,50,0.05,3,3,Order Cancelled,Refund
1227,273,0.05,4,0,,
1227,78,0.05,4,0,,
1228,147,0.03,4,0,,
1229,95,0,1,0,,
1230,165,0,1,0,,
1231,32,0.05,5,0,,
1231,246,0.05,2,0,,
1231,271,0.05,5,0,,
1231,155,0.05,4,0,,
1231,201,0.05,3,0,,
1231,68,0.05,2,0,,
1231,152,0.05,4,0,,
1232,215,0.05,5,0,,
1232,171,0.05,4,0,,
1232,11,0.05,1,1,Order Cancelled,Voucher
1232,186,0.05,1,0,,
1233,202,0.03,4,1,Product doesn't match expectations,Voucher
1234,125,0.05,3,0,,
1234,58,0.05,3,0,,
1235,221,0,1,0,,
1236,267,0.05,3,2,Other,Refund
1236,236,0.05,2,0,,
1236,86,0.05,3,1,Product is damaged,Voucher
1236,233,0.05,1,0,,
1237,252,0.05,3,1,Product is damaged,Refund
1237,287,0.05,4,0,,
1237,114,0.05,1,0,,
1237,295,0.05,3,0,,
1237,49,0.05,3,0,,
1238,18,0.03,3,1,Product doesn't match expectations,Refund
1239,197,0.05,2,1,Product doesn't match expectations,Refund
1239,144,0.05,3,0,,
1239,16,0.05,1,0,,
1240,120,0.05,1,0,,
1240,6,0.05,4,0,,
1240,156,0.05,1,0,,
1241,43,0.03,2,2,Order Cancelled,Voucher
1241,278,0.03,1,0,,
1242,113,0.05,3,0,,
1242,143,0.05,5,3,Other,Refund
1242,12,0.05,2,0,,
1242,112,0.05,4,4,Order Cancelled,Voucher
1242,243,0.05,1,0,,
1243,192,0.05,5,0,,
1243,180,0.05,5,0,,
1243,70,0.05,4,2,Other,Voucher
1243,158,0.05,5,0,,
1243,199,0.05,4,0,,
1243,259,0.05,3,0,,
1244,1,0.05,5,1,Other,Voucher
1244,181,0.05,1,0,,
1244,211,0.05,1,0,,
1244,131,0.05,2,2,Order Cancelled,Voucher
1245,115,0.05,2,0,,
1245,241,0.05,2,1,Product is damaged,Refund
1245,223,0.05,4,0,,
1245,220,0.05,5,2,Product is damaged,Refund
1246,151,0.03,2,0,,
1246,134,0.03,2,0,,
1247,161,0,1,0,,
1248,30,0.03,3,0,,
1249,154,0.05,4,0,,
1249,83,0.05,1,0,,
1250,291,0.05,2,0,,
1250,136,0.05,4,0,,
1250,128,0.05,5,0,,
1251,9,0.05,1,0,,
1251,44,0.05,1,0,,
1251,89,0.05,1,0,,
1251,174,0.05,5,0,,
1252,169,0.05,3,0,,
1252,184,0.05,1,0,,
1252,99,0.05,1,0,,
1253,279,0.05,1,0,,
1253,185,0.05,1,0,,
1253,4,0.05,4,2,Product doesn't match expectations,Refund
1254,235,0.05,1,1,Order Cancelled,Refund
1254,132,0.05,2,0,,
1254,222,0.05,1,1,Order Cancelled,Voucher
1254,178,0.05,4,0,,
1255,73,0.05,3,0,,
1255,179,0.05,5,0,,
1256,224,0.05,1,1,Order Cancelled,Refund
1256,289,0.05,5,0,,
1257,207,0.03,2,0,,
1257,214,0.03,2,0,,
1258,63,0.03,3,0,,
1259,281,0.05,4,4,Order Cancelled,Refund
1259,71,0.05,4,0,,
1260,48,0.05,1,0,,
1260,208,0.05,2,0,,
1260,276,0.05,4,0,,
1260,297,0.05,5,1,Other,Refund
1261,94,0.05,1,0,,
1261,290,0.05,4,0,,
1261,97,0.05,3,1,Product is damaged,Voucher
1262,26,0.03,1,1,Order Cancelled,Voucher
1262,254,0.03,1,0,,
1263,288,0.05,5,0,,
1263,108,0.05,3,0,,
1264,76,0.05,2,0,,
1264,275,0.05,2,0,,
1264,8,0.05,5,5,Order Cancelled,Voucher
1264,31,0.05,4,2,Product is damaged,Voucher
1265,21,0.05,2,0,,
1265,196,0.05,5,0,,
1266,130,0.05,4,0,,
1266,138,0.05,3,0,,
1267,225,0,1,0,,
1268,245,0.05,3,0,,
1268,137,0.05,2,0,,
1268,167,0.05,5,0,,
1269,277,0.03,3,0,,
1270,126,0,1,0,,
1271,66,0.05,3,0,,
1271,56,0.05,1,0,,
1271,249,0.05,4,0,,
1272,85,0,1,0,,
1273,251,0.03,3,2,Product is damaged,Refund
1274,64,0.05,4,0,,
1274,209,0.05,2,0,,
1275,110,0.05,5,0,,
1275,263,0.05,2,0,,
1275,239,0.05,2,1,Product is damaged,Voucher
1275,193,0.05,5,0,,
1276,250,0.03,2,0,,
1277,247,0.05,2,0,,
1277,84,0.05,3,0,,
1277,29,0.05,5,0,,
1278,228,0.05,4,4,Order Cancelled,Refund
1278,55,0.05,1,0,,
1278,96,0.05,3,0,,
1278,176,0.05,2,0,,
1278,17,0.05,2,0,,
1279,100,0.05,4,3,Product doesn't match expectations,Refund
1279,285,0.05,2,1,Other,Refund
1280,258,0,1,0,,
1281,72,0.05,4,0,,
1281,206,0.05,1,0,,
1282,87,0.03,1,0,,
1282,22,0.03,3,1,Product doesn't match expectations,Voucher
1283,298,0.05,5,2,Product doesn't match expectations,Voucher
1284,41,0.03,3,0,,
1285,2,0.05,2,1,Product doesn't match expectations,Voucher
1285,244,0.05,4,4,Order Cancelled,Voucher
1286,15,0.05,2,0,,
1286,69,0.05,3,0,,
1287,82,0.05,3,0,,
1287,261,0.05,4,0,,
1288,212,0.05,4,2,Product doesn't match expectations,Refund
1288,60,0.05,2,0,,
1289,257,0.05,4,0,,
1289,191,0.05,1,0,,
1289,159,0.05,4,0,,
1290,102,0.05,4,0,,
1290,127,0.05,1,0,,
1291,234,0.05,1,0,,
1291,7,0.05,4,0,,
1291,14,0.05,5,0,,
1292,149,0.05,3,0,,
1292,187,0.05,2,0,,
1293,195,0.05,5,0,,
1294,175,0.05,1,0,,
1294,294,0.05,1,0,,
1294,264,0.05,3,0,,
1294,118,0.05,1,0,,
1294,52,0.05,1,1,Order Cancelled,Refund
1294,25,0.05,3,0,,
1295,33,0.03,1,1,Order Cancelled,Voucher
1295,274,0.03,1,1,Order Cancelled,Refund
1296,119,0.05,5,4,Product doesn't match expectations,Voucher
1297,57,0.05,1,0,,
1297,269,0.05,5,5,Order Cancelled,Refund
1297,54,0.05,4,4,Order Cancelled,Voucher
1298,67,0.05,1,0,,
1298,162,0.05,5,0,,
1299,111,0.05,1,0,,
1299,189,0.05,4,0,,
1299,123,0.05,4,0,,
1300,266,0.05,2,0,,
1300,3,0.05,3,0,,
1301,103,0.05,5,0,,
1301,183,0.05,2,0,,
1301,238,0.05,4,0,,
1302,142,0.03,1,0,,
1302,163,0.03,3,3,Order Cancelled,Refund
1303,230,0.05,3,3,Order Cancelled,Refund
1303,133,0.05,2,0,,
1304,23,0.05,4,0,,
1304,53,0.05,2,0,,
1305,296,0,1,0,,
1306,36,0.03,4,0,,
1307,107,0.05,2,0,,
1307,150,0.05,3,0,,
1307,237,0.05,4,0,,
1308,292,0.03,1,1,Order Cancelled,Voucher
1308,80,0.03,3,0,,
1309,168,0.05,4,0,,
1309,141,0.05,5,0,,
1310,81,0.03,2,0,,
1310,293,0.03,2,0,,
1311,210,0.05,2,0,,
1311,42,0.05,4,0,,
1311,93,0.05,2,0,,
1312,256,0.05,5,1,Other,Refund
1313,39,0.05,5,1,Product doesn't match expectations,Voucher
1313,106,0.05,4,4,Order Cancelled,Voucher
1313,116,0.05,3,0,,
1313,65,0.05,3,0,,
1314,27,0.05,3,0,,
1314,91,0.05,2,1,Product doesn't match expectations,Refund
1315,45,0.05,5,0,,
1315,194,0.05,2,0,,
1315,122,0.05,1,0,,
1315,35,0.05,5,0,,
1316,129,0.03,1,0,,
1316,170,0.03,3,0,,
1317,40,0.05,2,0,,
1317,148,0.05,3,0,,
1318,5,0.05,2,0,,
1318,231,0.05,1,1,Order Cancelled,Voucher
1318,62,0.05,5,0,,
1319,268,0.05,1,1,Order Cancelled,Refund
1319,232,0.05,4,0,,
1319,227,0.05,4,0,,
1319,24,0.05,2,0,,
1319,79,0.05,5,0,,
1319,67,0.05,2,0,,
1320,14,0.05,5,0,,
1320,201,0.05,5,0,,
1321,197,0.05,4,0,,
1321,256,0.05,1,0,,
1322,29,0.03,3,0,,
1322,233,0.03,1,0,,
1323,108,0.05,5,0,,
1323,267,0.05,3,0,,
1323,141,0.05,2,0,,
1324,182,0.05,3,3,Order Cancelled,Refund
1324,140,0.05,5,0,,
1325,47,0.05,3,0,,
1325,246,0.05,2,0,,
1325,148,0.05,3,0,,
1325,292,0.05,2,0,,
1325,189,0.05,3,0,,
1326,158,0.05,3,0,,
1326,56,0.05,5,0,,
1327,104,0.03,2,0,,
1328,288,0.03,3,0,,
1329,119,0.03,3,0,,
1330,27,0.03,2,0,,
1331,9,0.05,5,0,,
1331,263,0.05,4,0,,
1331,58,0.05,1,0,,
1332,241,0.03,4,0,,
1333,86,0.05,5,0,,
1333,90,0.05,4,0,,
1334,210,0.03,3,0,,
1335,142,0.05,3,0,,
1335,268,0.05,2,0,,
1335,222,0.05,4,0,,
1336,205,0.05,5,0,,
1337,84,0.03,3,0,,
1337,116,0.03,1,0,,
1338,120,0.05,2,1,Product doesn't match expectations,Voucher
1338,49,0.05,4,0,,
1338,135,0.05,2,0,,
1339,179,0.05,5,0,,
1339,212,0.05,5,0,,
1339,269,0.05,1,0,,
1340,278,0.05,2,0,,
1340,20,0.05,4,0,,
1341,174,0.05,1,1,Order Cancelled,Refund
1341,152,0.05,4,0,,
1341,2,0.05,4,4,Order Cancelled,Voucher
1341,200,0.05,1,0,,
1342,73,0.05,2,0,,
1342,74,0.05,4,0,,
1343,15,0.05,1,0,,
1343,31,0.05,1,1,Order Cancelled,Refund
1343,228,0.05,5,0,,
1343,173,0.05,1,1,Order Cancelled,Refund
1343,232,0.05,4,0,,
1343,183,0.05,3,0,,
1344,129,0.05,3,0,,
1344,113,0.05,2,0,,
1344,143,0.05,2,2,Order Cancelled,Voucher
1345,191,0.05,2,0,,
1345,199,0.05,2,2,Order Cancelled,Voucher
1345,245,0.05,5,0,,
1345,169,0.05,3,0,,
1345,180,0.05,2,2,Order Cancelled,Voucher
1346,83,0.05,1,0,,
1346,167,0.05,3,0,,
1346,230,0.05,1,0,,
1346,194,0.05,2,2,Order Cancelled,Voucher
1346,64,0.05,5,3,Other,Voucher
1347,255,0.05,4,0,,
1347,195,0.05,4,0,,
1347,17,0.05,2,0,,
1348,283,0.05,5,0,,
1348,216,0.05,2,0,,
1348,296,0.05,2,0,,
1348,193,0.05,5,0,,
1349,260,0.05,1,0,,
1349,220,0.05,2,0,,
1349,265,0.05,4,0,,
1350,213,0.03,3,1,Product is damaged,Refund
1351,252,0.05,5,0,,
1352,65,0.03,3,0,,
1353,21,0.05,3,0,,
1353,264,0.05,3,0,,
1354,207,0.05,1,0,,
1354,275,0.05,5,0,,
1354,37,0.05,4,0,,
1355,36,0,1,0,,
1356,178,0.05,4,3,Product is damaged,Voucher
1356,276,0.05,1,1,Order Cancelled,Refund
1357,149,0.05,2,0,,
1357,290,0.05,3,3,Order Cancelled,Refund
1358,154,0.05,3,1,Product is damaged,Refund
1358,190,0.05,3,1,Product is damaged,Refund
1358,248,0.05,4,0,,
1358,94,0.05,1,1,Order Cancelled,Voucher
1359,8,0,1,0,,
1360,81,0.05,5,1,Product is damaged,Refund
1361,101,0.05,2,0,,
1361,102,0.05,3,0,,
1361,118,0.05,2,0,,
1362,124,0.05,1,0,,
1362,26,0.05,3,1,Product is damaged,Voucher
1362,130,0.05,3,0,,
1363,48,0.05,4,0,,
1363,186,0.05,4,1,Product doesn't match expectations,Refund
1364,24,0.05,5,0,,
1364,3,0.05,5,0,,
1364,88,0.05,3,0,,
1364,209,0.05,5,0,,
1365,294,0.03,3,0,,
1366,274,0.05,5,0,,
1367,235,0.05,2,0,,
1367,30,0.05,3,0,,
1368,214,0.05,3,0,,
1368,134,0.05,4,0,,
1369,91,0.05,5,0,,
1370,131,0.03,1,0,,
1370,100,0.03,1,0,,
1371,70,0.05,5,0,,
1371,163,0.05,3,0,,
1371,22,0.05,1,1,Order Cancelled,Voucher
1371,150,0.05,1,1,Order Cancelled,Voucher
1371,254,0.05,5,0,,
1372,23,0.05,4,0,,
1372,298,0.05,4,0,,
1373,77,0.05,1,0,,
1373,109,0.05,5,0,,
1373,71,0.05,1,0,,
1373,137,0.05,4,0,,
1374,139,0.03,4,0,,
1375,146,0,1,0,,
1376,72,0.03,1,0,,
1376,249,0.03,1,0,,
1377,105,0.03,2,0,,
1378,273,0.03,1,0,,
1378,247,0.03,2,0,,
1379,250,0.05,5,3,Product doesn't match expectations,Refund
1380,237,0.05,1,0,,
1380,162,0.05,5,0,,
1381,289,0.05,5,4,Other,Refund
1381,219,0.05,3,0,,
1381,10,0.05,5,0,,
1382,132,0.05,5,3,Product doesn't match expectations,Voucher
1382,35,0.05,1,0,,
1383,138,0.05,5,0,,
1383,125,0.05,4,4,Order Cancelled,Voucher
1383,33,0.05,5,0,,
1384,184,0.03,4,4,Order Cancelled,Refund
1385,282,0.05,1,1,Order Cancelled,Voucher
1385,112,0.05,4,0,,
1386,75,0.03,4,0,,
1387,204,0.05,1,0,,
1387,211,0.05,5,0,,
1387,257,0.05,4,0,,
1388,177,0.05,4,0,,
1388,166,0.05,5,0,,
1389,270,0.05,5,0,,
1389,299,0.05,5,0,,
1390,46,0.03,4,0,,
1391,103,0.03,2,0,,
1392,43,0.03,3,0,,
1393,253,0.05,4,0,,
1393,224,0.05,5,0,,
1393,6,0.05,4,0,,
1394,51,0,1,0,,
1395,240,0.05,5,0,,
1395,11,0.05,2,0,,
1395,63,0.05,4,0,,
1396,271,0.03,2,0,,
1397,107,0.05,1,1,Order Cancelled,Voucher
1397,172,0.05,2,0,,
1397,114,0.05,5,0,,
1398,99,0,1,1,Order Cancelled,Refund
1399,59,0.03,2,0,,
1399,234,0.03,1,0,,
1399,243,0.03,1,0,,
1400,4,0.03,3,0,,
1401,159,0.03,3,0,,
1402,181,0.03,4,3,Other,Refund
1403,187,0.05,5,3,Other,Refund
1403,261,0.05,4,0,,
1404,236,0.05,3,0,,
1404,127,0.05,5,0,,
1405,44,0.03,4,0,,
1406,188,0.03,3,0,,
1407,128,0.03,1,0,,
1407,60,0.03,3,0,,
1408,41,0.05,3,0,,
1408,19,0.05,5,0,,
1409,82,0.05,5,0,,
1410,153,0.05,3,3,Order Cancelled,Voucher
1410,285,0.05,2,0,,
1411,62,0.05,5,0,,
1412,168,0.05,5,0,,
1412,185,0.05,1,0,,
1412,239,0.05,4,0,,
1412,38,0.05,3,3,Order Cancelled,Voucher
1412,12,0.05,3,0,,
1413,76,0.05,1,0,,
1413,18,0.05,2,0,,
1413,5,0.05,4,0,,
1414,147,0,1,0,,
1415,61,0.03,2,0,,
1416,217,0.05,1,0,,
1416,244,0.05,5,0,,
1416,40,0.05,4,0,,
1417,122,0.05,5,2,Other,Refund
1418,208,0.05,5,0,,
1419,117,0.05,1,0,,
1419,242,0.05,1,0,,
1419,215,0.05,4,0,,
1420,170,0,1,0,,
1421,34,0.05,3,0,,
1421,87,0.05,5,0,,
1421,97,0.05,2,0,,
1421,286,0.05,1,0,,
1421,50,0.05,1,0,,
1422,156,0.05,1,0,,
1422,176,0.05,4,0,,
1423,223,0.05,5,0,,
1423,279,0.05,3,0,,
1424,192,0.05,1,0,,
1424,126,0.05,4,0,,
1424,39,0.05,1,0,,
1425,54,0.05,3,3,Order Cancelled,Voucher
1425,136,0.05,2,0,,
1426,284,0.05,4,0,,
1426,80,0.05,5,0,,
1426,57,0.05,3,0,,
1427,111,0.05,2,0,,
1427,55,0.05,3,3,Order Cancelled,Refund
1427,175,0.05,4,0,,
1427,171,0.05,3,0,,
1428,98,0.05,2,0,,
1428,13,0.05,1,0,,
1428,92,0.05,3,0,,
1428,106,0.05,5,0,,
1428,287,0.05,5,1,Product doesn't match expectations,Refund
1429,258,0.05,2,2,Order Cancelled,Refund
1429,145,0.05,4,0,,
1430,229,0.05,5,0,,
1430,133,0.05,4,4,Order Cancelled,Refund
1431,297,0.03,3,0,,
1432,293,0.03,3,0,,
1432,262,0.03,1,0,,
1433,266,0.05,3,0,,
1433,196,0.05,4,1,Other,Voucher
1433,155,0.05,1,1,Order Cancelled,Voucher
1433,231,0.05,3,0,,
1433,52,0.05,3,0,,
1434,42,0.05,1,0,,
1434,121,0.05,2,0,,
1434,221,0.05,5,4,Other,Refund
1434,165,0.05,1,0,,
1435,53,0.05,5,0,,
1435,96,0.05,2,0,,
1435,68,0.05,4,0,,
1436,160,0.05,2,0,,
1436,281,0.05,2,2,Order Cancelled,Voucher
1436,25,0.05,1,0,,
1436,227,0.05,2,0,,
1437,277,0.03,1,0,,
1437,295,0.03,3,0,,
1438,89,0.03,3,1,Other,Refund
1438,218,0.03,1,0,,
1439,206,0.05,2,1,Product is damaged,Refund
1439,251,0.05,4,1,Product is damaged,Refund
1439,66,0.05,3,2,Product doesn't match expectations,Refund
1439,93,0.05,3,2,Product is damaged,Refund
1440,32,0.05,3,0,,
1440,203,0.05,2,0,,
1440,238,0.05,2,0,,
1440,291,0.05,4,0,,
1441,225,0.05,5,0,,
1442,45,0.03,4,0,,
1443,16,0.03,4,2,Product is damaged,Voucher
1444,151,0.03,3,0,,
1445,280,0.05,5,0,,
1445,164,0.05,4,1,Other,Voucher
1445,1,0.05,1,0,,
1446,110,0.05,5,0,,
1447,202,0.05,5,0,,
1447,198,0.05,2,1,Other,Voucher
1448,69,0.05,3,0,,
1448,157,0.05,4,4,Order Cancelled,Refund
1449,226,0.05,4,0,,
1449,259,0.05,3,0,,
1450,85,0.03,2,0,,
1451,115,0,1,1,Order Cancelled,Voucher
1452,272,0.03,2,0,,
1452,78,0.03,2,0,,
1453,161,0.05,5,0,,
1453,144,0.05,4,0,,
1454,7,0.05,2,0,,
1454,123,0.05,4,1,Product is damaged,Refund
1454,95,0.05,3,0,,
1454,28,0.05,2,2,Order Cancelled,Voucher
1455,73,0.05,4,0,,
1455,107,0.05,5,1,Product doesn't match expectations,Refund
1455,17,0.05,3,0,,
1455,39,0.05,2,0,,
1455,159,0.05,5,0,,
1455,51,0.05,2,2,Order Cancelled,Voucher
1456,287,0.05,5,0,,
1456,31,0.05,5,0,,
1456,47,0.05,5,0,,
1457,37,0.05,4,3,Product doesn't match expectations,Voucher
1457,298,0.05,1,0,,
1457,111,0.05,3,0,,
1457,246,0.05,5,0,,
1458,60,0.03,2,2,Order Cancelled,Refund
1459,186,0.05,5,0,,
1459,265,0.05,3,2,Product is damaged,Voucher
1460,228,0,1,0,,
1461,61,0.05,4,0,,
1461,256,0.05,3,0,,
1462,55,0.05,2,0,,
1462,110,0.05,1,1,Order Cancelled,Refund
1462,148,0.05,4,0,,
1462,124,0.05,2,0,,
1462,240,0.05,5,0,,
1463,62,0.03,2,2,Order Cancelled,Voucher
1464,209,0.05,5,3,Product is damaged,Refund
1464,122,0.05,2,0,,
1464,2,0.05,4,0,,
1465,129,0.05,3,3,Order Cancelled,Refund
1465,113,0.05,3,0,,
1465,275,0.05,1,0,,
1465,81,0.05,4,0,,
1466,76,0.03,2,0,,
1467,211,0.05,2,0,,
1467,104,0.05,5,0,,
1468,250,0.03,3,0,,
1469,239,0,1,0,,
1470,253,0.05,2,0,,
1470,75,0.05,2,2,Order Cancelled,Refund
1470,112,0.05,2,1,Product doesn't match expectations,Refund
1470,127,0.05,5,0,,
1471,291,0.05,1,0,,
1471,252,0.05,2,0,,
1471,80,0.05,4,0,,
1472,210,0.05,4,2,Product is damaged,Voucher
1472,171,0.05,2,0,,
1472,232,0.05,5,4,Product doesn't match expectations,Voucher
1472,166,0.05,5,0,,
1472,270,0.05,1,0,,
1473,162,0.05,4,0,,
1473,195,0.05,3,2,Product doesn't match expectations,Refund
1473,178,0.05,3,0,,
1473,102,0.05,2,0,,
1474,72,0.05,3,0,,
1474,198,0.05,2,2,Order Cancelled,Voucher
1474,114,0.05,4,0,,
1475,53,0.05,5,1,Other,Refund
1476,257,0.05,5,0,,
1477,86,0.05,5,0,,
1477,42,0.05,1,1,Order Cancelled,Voucher
1477,231,0.05,4,0,,
1477,213,0.05,1,0,,
1478,123,0.03,3,0,,
1479,193,0,1,0,,
1480,33,0,1,1,Order Cancelled,Refund
1481,247,0.03,2,0,,
1482,121,0.05,5,1,Product doesn't match expectations,Voucher
1482,56,0.05,2,0,,
1483,155,0,1,0,,
1484,101,0.05,5,0,,
1484,14,0.05,2,0,,
1485,95,0.05,3,0,,
1485,157,0.05,5,0,,
1485,268,0.05,1,0,,
1486,286,0.05,2,0,,
1486,244,0.05,2,0,,
1486,200,0.05,2,2,Order Cancelled,Voucher
1486,281,0.05,5,0,,
1487,58,0.03,3,0,,
1488,259,0,1,0,,
1489,280,0.05,2,0,,
1489,177,0.05,3,2,Product doesn't match expectations,Voucher
1489,153,0.05,4,0,,
1489,179,0.05,3,0,,
1490,6,0.03,3,0,,
1491,5,0.05,4,0,,
1491,169,0.05,3,2,Other,Voucher
1492,215,0.05,3,0,,
1492,83,0.05,3,0,,
1493,35,0,1,0,,
1494,271,0.03,2,1,Other,Voucher
1495,183,0.03,3,0,,
1496,181,0.05,1,0,,
1496,285,0.05,4,3,Other,Voucher
1497,289,0.03,4,0,,
1498,67,0.05,5,5,Order Cancelled,Refund
1499,202,0.03,1,1,Order Cancelled,Refund
1499,205,0.03,3,0,,
1500,32,0.05,1,0,,
1500,96,0.05,4,0,,
1500,21,0.05,5,0,,
1500,49,0.05,3,0,,
1500,136,0.05,5,0,,
1500,238,0.05,5,0,,
1501,255,0.05,5,2,Product doesn't match expectations,Refund
1501,70,0.05,4,0,,
1502,137,0.05,2,0,,
1502,277,0.05,5,0,,
1502,125,0.05,2,0,,
1503,156,0.05,2,0,,
1503,146,0.05,4,0,,
1503,173,0.05,4,0,,
1504,176,0.05,5,0,,
1504,12,0.05,5,0,,
1504,243,0.05,1,0,,
1504,234,0.05,2,0,,
1505,142,0.03,4,0,,
1506,168,0.03,3,0,,
1506,229,0.03,1,0,,
1507,299,0.05,4,3,Product is damaged,Refund
1507,16,0.05,4,2,Other,Refund
